"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score"
"Little Boy ",106,"Alejandro Monteverde",38,"Tom Wilkinson",1000,"Cary-Hiroyuki Tagawa",1000,"Michael Rapaport",975,45,122,15978,5705,15000,"",0,"Color","Drama|War",2015,"English","Mexico","PG-13",2.35,"http://www.imdb.com/title/tt1810683/?ref_=fn_tt_tt_1",6420319,2e+07,7.4
"A Walk on the Moon ",107,"Tony Goldwyn",956,"Viggo Mortensen",10000,"Julie Kavner",233,"Tovah Feldshuh",113,47,114,6782,10368,860,"adulterous wife|cheating wife|summer|unfaithfulness|woodstock",1,"Color","Drama",1999,"English","USA","R",1.85,"http://www.imdb.com/title/tt0120613/?ref_=fn_tt_tt_1",4741987,1.4e+07,6.6
"The Pledge ",124,"Sean Penn",0,"Costas Mandylor",723,"Adrien Dorval",44,"Nels Lennarson",19,150,531,42621,793,0,"nevada|pledge|police|porcupine|search",0,"Color","Crime|Drama|Mystery|Thriller",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0237572/?ref_=fn_tt_tt_1",19719930,4.5e+07,6.8
"Up Close & Personal ",124,"Jon Avnet",50,"Joe Mantegna",1000,"Stockard Channing",944,"Raymond Cruz",672,34,54,11370,3653,829,"journalism|news anchor|newscast|newscaster|tv journalism",2,"Color","Drama|Romance",1996,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0118055/?ref_=fn_tt_tt_1",51045801,6e+07,6.1
"Roger & Me ",91,"Michael Moore",909,"Michael Moore",909,"Pat Boone",91,"Bob Eubanks",42,40,133,22800,1048,667,"factory|flint michigan|general motors|michigan|quest",0,"Color","Documentary",1989,"English","USA","R",1.66,"http://www.imdb.com/title/tt0098213/?ref_=fn_tt_tt_1",6706368,160000,7.5
"House of Flying Daggers ",119,"Yimou Zhang",611,"Takeshi Kaneshiro",755,"Andy Lau",483,"Zhengyong Zhang",4,248,420,92295,1244,0,"flying|flying dagger|government|police|secret",3,"Color","Action|Adventure|Drama|Romance",2004,"Mandarin","China","PG-13",2.35,"http://www.imdb.com/title/tt0385004/?ref_=fn_tt_tt_1",11041228,1e+08,7.6
"Twins ",107,"Ivan Reitman",425,"Kelly Preston",742,"Tony Jay",384,"Hugh O'Brian",247,27,79,87538,2151,0,"bare chested male|brother|catholic orphanage|long lost siblings|twins",1,"Color","Comedy|Crime",1988,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0096320/?ref_=fn_tt_tt_1",111936400,1.5e+07,6
"Spanglish ",131,"James L. Brooks",274,"Adam Sandler",11000,"Paz Vega",964,"Sarah Steele",138,124,342,65668,12522,0,"chef|college|housekeeper|letter|mexico",2,"Color","Comedy|Drama|Romance",2004,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0371246/?ref_=fn_tt_tt_1",42044321,8e+07,6.5
"Austin Powers in Goldmember ",94,"Jay Roach",116,"Verne Troyer",645,"Josh Zuckerman",522,"Robert Wagner",481,194,795,162909,2725,0,"fem bot|prison|seductive fembot|spy|time travel",2,"Color","Action|Comedy|Crime",2002,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0295178/?ref_=fn_tt_tt_1",213079163,6.3e+07,6.2
"Buffalo '66 ",110,"Vincent Gallo",787,"Anjelica Huston",1000,"Vincent Gallo",787,"Jan-Michael Vincent",642,106,318,36657,4762,0,"shower|stripper|tap dancing|underwear|undressing",2,"Color","Comedy|Crime|Drama|Romance",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0118789/?ref_=fn_tt_tt_1",2365931,1500000,7.5
"Surfer, Dude ",85,"S.R. Bindler",0,"Matthew McConaughey",11000,"Scott Glenn",826,"Sarah Wright",499,26,37,7367,14599,850,"barefoot|endorsement|surfboard|virtual reality|waves",0,"Color","Comedy",2008,"English","USA","R",1.85,"http://www.imdb.com/title/tt0976247/?ref_=fn_tt_tt_1",36497,6e+06,4.7
"The Deep End of the Ocean ",106,"Ulu Grosbard",22,"Alexa PenaVega",2000,"Treat Williams",642,"Jonathan Jackson",613,54,111,10413,4327,579,"basketball|boy|italian|kidnapping a child|reunion",1,"Color","Drama",1999,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0120646/?ref_=fn_tt_tt_1",13376506,4e+07,6.3
"House at the End of the Street ",101,"Mark Tonderai",13,"Jennifer Lawrence",34000,"Nolan Gerard Funk",924,"Gil Bellows",261,224,160,58366,35717,10000,"brother sister relationship|death of sister|female protagonist|mother daughter relationship|murder",1,"Color","Drama|Horror|Thriller",2012,"English","Canada","PG-13",2.35,"http://www.imdb.com/title/tt1582507/?ref_=fn_tt_tt_1",31607598,6900000,5.6
"The One ",85,"James Wong",70,"Jason Statham",26000,"Jet Li",5000,"Delroy Lindo",848,98,294,77684,32831,0,"fight|multiverse|police|police officer|prison",1,"Color","Action|Sci-Fi|Thriller",2001,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0267804/?ref_=fn_tt_tt_1",43905746,4.9e+07,5.9
"Shorts ",89,"Robert Rodriguez",0,"Jimmy Bennett",87000,"Leo Howard",570,"Jake Short",470,103,37,5332,88422,431,"boy|family relationships|rock|twin|two headed person",4,"Color","Comedy|Family|Fantasy",2009,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1100119/?ref_=fn_tt_tt_1",20916309,4e+07,4.9
"The Ballad of Jack and Rose ",112,"Rebecca Miller",58,"Beau Bridges",552,"Susanna Thompson",265,"Ryan McDonald",42,75,68,9408,859,608,"commune|defecation|environmentalism|fellatio|island",1,"Color","Drama",2005,"English","USA","R",1.66,"http://www.imdb.com/title/tt0357110/?ref_=fn_tt_tt_1",712294,1500000,6.7
"Spice World ",93,"Bob Spiers",14,"Jason Flemyng",1000,"Richard Briers",401,"Victoria Beckham",199,33,261,28377,2176,0,"bus|concert|live concert|pop group|spice girl",1,"Color","Comedy|Family|Music",1997,"English","UK","PG",1.85,"http://www.imdb.com/title/tt0120185/?ref_=fn_tt_tt_1",29247405,2.5e+07,3.3
"Littleman ",98,"Keenen Ivory Wayans",322,"Chazz Palminteri",979,"Brittany Daniel",862,"John Witherspoon",723,78,187,39471,6334,0,"diamond|infant|parody|spoof|sports violence",1,"Color","Comedy|Crime",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0430304/?ref_=fn_tt_tt_1",58255287,6.4e+07,4.3
"About Time ",123,"Richard Curtis",628,"Tom Hughes",565,"Tom Hollander",555,"Lindsay Duncan",171,274,391,202341,1595,105000,"boyfriend girlfriend relationship|lingerie slip|time travel|time travel romance|wedding",1,"Color","Drama|Fantasy|Romance",2013,"English","UK","R",2.35,"http://www.imdb.com/title/tt2194499/?ref_=fn_tt_tt_1",15294553,1.2e+07,7.8
"Wild Wild West ",106,"Barry Sonnenfeld",188,"Will Smith",10000,"Salma Hayek",4000,"Bai Ling",582,85,648,129601,15870,0,"buddy movie|general|inventor|steampunk|utah",2,"Color","Action|Comedy|Sci-Fi|Western",1999,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0120891/?ref_=fn_tt_tt_1",113745408,1.7e+08,4.8
"The Red Violin ",130,"François Girard",63,"Johannes Silberschneider",24,"Clotilde Mollet",3,"Carlo Cecchi",2,94,247,26832,29,0,"auction|montreal|secret|violin|violinist",3,"Color","Drama|Music|Mystery|Romance",1998,"French","Canada","R",1.85,"http://www.imdb.com/title/tt0120802/?ref_=fn_tt_tt_1",9473382,1e+07,7.7
"Sliding Doors ",99,"Peter Howitt",29,"Jeanne Tripplehorn",711,"Kevin McNally",427,"John Lynch",161,88,278,52805,1462,0,"alternative reality|multiple outcomes|parallel time|serendipity|twist of fate",1,"Color","Comedy|Drama|Fantasy|Romance",1998,"English","UK","R",1.85,"http://www.imdb.com/title/tt0120148/?ref_=fn_tt_tt_1",11883495,9e+06,6.8
"Max Keeble's Big Move ",91,"Tim Hill",25,"Noel Fisher",833,"Amber Valletta",626,"Larry Miller",611,37,69,5794,4551,371,"bully|moving|principal|revenge|school",0,"Color","Comedy|Crime|Family",2001,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0273799/?ref_=fn_tt_tt_1",17292381,1.2e+07,5.3
"United 93 ",111,"Paul Greengrass",521,"Christian Clemenson",97,"David Alan Basche",68,"Susan Blommaert",64,279,828,83374,313,0,"flight|passenger|plane|september 11 2001|terrorist",0,"Color","Drama|History|Thriller",2006,"English","USA","R",2.35,"http://www.imdb.com/title/tt0475276/?ref_=fn_tt_tt_1",31471430,1.5e+07,7.6
"Hulk ",138,"Ang Lee",0,"Kevin Rankin",820,"Regi Davis",300,"Celia Weston",258,267,1445,212106,1814,0,"1980s|c 130 hercules|monster|panzer|san francisco california",0,"Color","Action|Sci-Fi",2003,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0286716/?ref_=fn_tt_tt_1",132122995,1.37e+08,5.7
"The Muse ",97,"Albert Brooks",745,"Jeff Bridges",12000,"Bradley Whitford",821,"Albert Brooks",745,97,140,9294,15209,251,"directed by star|muse|satire|screenwriter|tiffany's",2,"Color","Comedy",1999,"English","USA","PG-13",1.37,"http://www.imdb.com/title/tt0164108/?ref_=fn_tt_tt_1",11614236,1.5e+07,5.6
"The Bone Collector ",118,"Phillip Noyce",176,"Denzel Washington",18000,"Angelina Jolie Pitt",11000,"Leland Orser",308,75,397,120202,29748,0,"new york city|police|quadriplegic|serial killer|suicide",2,"Color","Crime|Drama|Mystery|Thriller",1999,"English","USA","R",2.35,"http://www.imdb.com/title/tt0145681/?ref_=fn_tt_tt_1",66488090,4.8e+07,6.7
"Scary Movie 2 ",83,"Keenen Ivory Wayans",322,"Natasha Lyonne",1000,"Veronica Cartwright",422,"Andy Richter",179,127,548,119590,1645,0,"blow job|demon|exorcism|priest|professor",7,"Color","Comedy",2001,"English","USA","R",1.85,"http://www.imdb.com/title/tt0257106/?ref_=fn_tt_tt_1",71277420,4.5e+07,5.2
"Sabotage ",109,"David Ayer",453,"Mireille Enos",1000,"Martin Donovan",206,"Maurice Compte",120,233,212,47502,1458,10000,"dea|drug cartel|kicked in the crotch|strip club|tough girl",3,"Color","Action|Crime|Drama|Thriller",2014,"English","USA","R",1.85,"http://www.imdb.com/title/tt1742334/?ref_=fn_tt_tt_1",10499968,3.5e+07,5.7
"Annie Hall ",93,"Woody Allen",11000,"Woody Allen",11000,"Carol Kane",636,"Shelley Duvall",629,154,491,192940,12691,0,"breaking the fourth wall|comedian|jewish|neurosis|singer",0,"Color","Comedy|Romance",1977,"English","USA","PG",1.37,"http://www.imdb.com/title/tt0075686/?ref_=fn_tt_tt_1",39200000,4e+06,8.1
"Lethal Weapon 4 ",127,"Richard Donner",503,"Jet Li",5000,"Rene Russo",808,"Darlene Love",91,141,287,127497,6171,0,"kung fu|lapd|martial arts|private investigator|triad",2,"Color","Action|Crime|Thriller",1998,"English","USA","R",2.35,"http://www.imdb.com/title/tt0122151/?ref_=fn_tt_tt_1",129734803,1.4e+08,6.6
"The Postman ",177,"Kevin Costner",0,"Olivia Williams",766,"Brian Anthony Wilson",674,"Larenz Tate",582,79,376,56403,4346,0,"drifter|escape|hope|postman|usa",1,"Color","Action|Adventure|Drama|Sci-Fi",1997,"English","USA","R",2.35,"http://www.imdb.com/title/tt0119925/?ref_=fn_tt_tt_1",17593391,8e+07,6
"Chariots of Fire ",125,"Hugh Hudson",46,"Alice Krige",368,"Ben Cross",303,"John Gielgud",249,90,213,40511,1651,0,"athlete|jew|missionary|olympic games|race",0,"Color","Biography|Drama|Sport",1981,"English","UK","PG",1.85,"http://www.imdb.com/title/tt0082158/?ref_=fn_tt_tt_1",58800000,5500000,7.2
"Hannibal Rising ",131,"Peter Webber",73,"Li Gong",879,"Stephen Walters",184,"Richard Brake",163,209,392,86374,1344,3000,"aunt|cannibalism|faked death|medical student|revenge",0,"Color","Crime|Drama|Thriller",2007,"English","UK","R",2.35,"http://www.imdb.com/title/tt0367959/?ref_=fn_tt_tt_1",27667947,5e+07,6.2
"Baby Boy ",130,"John Singleton",309,"Mo'Nique",939,"Snoop Dogg",881,"Angell Conwell",522,41,81,9566,3107,1000,"cartoon on tv|family relationships|physical abuse|single parent|two word title",2," Black and White","Crime|Drama|Romance|Thriller",2001,"English","USA","R",1.85,"http://www.imdb.com/title/tt0255819/?ref_=fn_tt_tt_1",28734552,1.6e+07,6.4
"Little Black Book ",105,"Nick Hurran",34,"Holly Hunter",1000,"Kevin Sussman",681,"Dave Annable",642,73,116,15052,4369,484,"electronic devices|gynecologist|little black book|plan|set up",1,"Color","Comedy|Drama|Romance",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0361841/?ref_=fn_tt_tt_1",20422207,3.5e+07,5.2
"Gangs of New York ",216,"Martin Scorsese",17000,"Leonardo DiCaprio",29000,"Liam Neeson",14000,"Jim Broadbent",1000,233,1166,314033,47657,0,"butcher|civil war|gangster|new york city|revenge",3,"Color","Crime|Drama",2002,"English","USA","R",2.35,"http://www.imdb.com/title/tt0217505/?ref_=fn_tt_tt_1",77679638,1e+08,7.5
"Identity ",91,"James Mangold",446,"Clea DuVall",1000,"Rebecca De Mornay",872,"Jake Busey",660,136,714,177828,3969,11000,"dissociative identity disorder|motel room key|murder|storm|stranded",0,"Color","Mystery|Thriller",2003,"English","USA","R",2.35,"http://www.imdb.com/title/tt0309698/?ref_=fn_tt_tt_1",51475962,3e+07,7.3
"Sunshine ",107,"Danny Boyle",0,"Chris Evans",11000,"Benedict Wong",372,"Troy Garity",167,308,801,190132,11623,15000,"astronaut|earth|future|icarus|sun",0,"Color","Adventure|Sci-Fi|Thriller",2007,"English","UK","R",2.35,"http://www.imdb.com/title/tt0448134/?ref_=fn_tt_tt_1",3675072,2.6e+07,7.3
"The Man ",83,"Les Mayfield",10,"Miguel Ferrer",688,"Susie Essman",99,"Gigi Rice",69,72,76,21933,1019,676,"buddy comedy|criminal|gun smuggling|mistaken identity|salesman",2,"Color","Action|Comedy|Crime",2005,"English","Germany","PG-13",1.85,"http://www.imdb.com/title/tt0399327/?ref_=fn_tt_tt_1",8326035,3.3e+07,5.5
"Gran Torino ",116,"Clint Eastwood",16000,"Clint Eastwood",16000,"Dreama Walker",601,"Ahney Her",198,366,871,561773,17347,28000,"gang|gang rape|hmong|teenager|widower",0,"Color","Drama",2008,"English","USA","R",2.35,"http://www.imdb.com/title/tt1205489/?ref_=fn_tt_tt_1",148085755,3.3e+07,8.2
"Conan the Barbarian ",129,"John Milius",468,"William Smith",919,"Mako",691,"Sandahl Bergman",183,166,337,113065,2024,0,"actual animal killed|cult|evil sorcerer|gladiator|warlord",0,"Color","Adventure|Fantasy",1982,"English","USA","R",2.35,"http://www.imdb.com/title/tt0082198/?ref_=fn_tt_tt_1",37567440,2e+07,6.9
"National Treasure ",131,"Jon Turteltaub",226,"Nicolas Cage",12000,"Armando Riesco",625,"Annie Parisse",341,193,692,255447,13679,0,"declaration of independence|secret society|treasure|treasure hunt|treasure hunter",0,"Color","Action|Adventure|Comedy|Family|Mystery",2004,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0368891/?ref_=fn_tt_tt_1",173005002,1e+08,6.9
"Nanny McPhee ",97,"Kirk Jones",52,"Colin Firth",14000,"Kelly Macdonald",2000,"Imelda Staunton",579,128,181,49676,17278,0,"father|governess|magic|nanny|widower",0,"Color","Comedy|Family|Fantasy",2005,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0396752/?ref_=fn_tt_tt_1",47124400,2.5e+07,6.6
"Beyond the Black Rainbow ",110,"Panos Cosmatos",22,"Chris Gauthier",434,"Marilyn Norry",95,"Eva Bourne",48,97,82,6555,645,0,"exploitation|four word title|hallucinogen|lynchian|telepathy",1,"Color","Sci-Fi|Thriller",2010,"English","Canada","R",2.35,"http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1",56129,1100000,6.1
"Open Season ",83,"Roger Allers",28,"Jon Favreau",4000,"Debra Messing",650,"Jane Krakowski",624,107,100,65270,6081,863,"bear|deer|forest|grizzly bear|hunter",1,"Color","Adventure|Animation|Comedy|Family",2006,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0400717/?ref_=fn_tt_tt_1",84303558,8.5e+07,6.2
"Flash of Genius ",119,"Marc Abraham",18,"Dylan Authors",20,"Bill Lake",18,"Victoria Learn",9,99,45,14301,64,0,"flash of genius|genius|intellectual property|professor|university",0,"Color","Biography|Drama",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1054588/?ref_=fn_tt_tt_1",4234040,2e+07,7
"Wasabi ",94,"Gérard Krawczyk",7,"Carole Bouquet",235,"Ryôko Hirosue",46,"Michel Muller",17,40,91,29392,303,0,"french|inheritance|japan|letter|police detective hero",1,"Color","Action|Comedy|Crime|Drama|Thriller",2001,"French","France","R",2.35,"http://www.imdb.com/title/tt0281364/?ref_=fn_tt_tt_1",81525,15300000,6.6
"World War Z ",123,"Marc Forster",395,"Peter Capaldi",17000,"Brad Pitt",11000,"Mireille Enos",1000,654,995,465019,32392,129000,"chaos|disease|infection|pandemic|zombie",0,"Color","Action|Adventure|Horror|Sci-Fi|Thriller",2013,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0816711/?ref_=fn_tt_tt_1",202351611,1.9e+08,7
"The Box ",115,"Richard Kelly",219,"Frank Langella",902,"Gillian Jacobs",837,"Celia Weston",258,287,376,76303,2466,0,"alien|library|moral dilemma|nosebleed|supernatural power",1,"Color","Drama|Fantasy|Mystery|Thriller",2009,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0362478/?ref_=fn_tt_tt_1",15045676,1.6e+07,5.6
"Deterrence ",104,"Rod Lurie",37,"Kevin Pollak",574,"Kathryn Morris",573,"Timothy Hutton",501,29,79,2256,1983,130,"colorado|diner|iraq|nuclear missile|president",0,"Color","Drama|Thriller",1999,"English","France","R",1.85,"http://www.imdb.com/title/tt0158583/?ref_=fn_tt_tt_1",144583,8e+05,6.5
"Joy ",124,"David O. Russell",737,"Jennifer Lawrence",34000,"Robert De Niro",22000,"Bradley Cooper",14000,315,256,75329,75793,24000,"based on real person|female inventor|mop|sales pitch|woman holding a shotgun",3,"Color","Biography|Comedy|Drama",2015,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt2446980/?ref_=fn_tt_tt_1",56443482,6e+07,6.6
"Saw VI ",92,"Kevin Greutert",52,"Costas Mandylor",723,"Shawnee Smith",651,"George Newbern",647,156,194,76207,3101,0,"deception|flash photography|game of death|jigsaw|pig mask",0,"Color","Horror|Mystery",2009,"English","Canada","R",1.85,"http://www.imdb.com/title/tt1233227/?ref_=fn_tt_tt_1",27669413,1.1e+07,6
"Gridiron Gang ",125,"Phil Joanou",21,"Dwayne Johnson",12000,"Jurnee Smollett-Bell",2000,"Kevin Dunn",581,85,134,33067,15811,0,"alliterative title|football|football coach|football practice|football team",1,"Color","Crime|Drama|Sport",2006,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0421206/?ref_=fn_tt_tt_1",38432823,3e+07,6.9
"Amen. ",132,"Costa-Gavras",333,"Sebastian Koch",380,"Mathieu Kassovitz",326,"Ulrich Mühe",284,69,55,11077,1429,0,"jesuit|jew|pope|priest|ss",2,"Color","Biography|Crime|Drama|War",2002,"English","France","Unrated",1.85,"http://www.imdb.com/title/tt0280653/?ref_=fn_tt_tt_1",274299,1.03e+08,7.3
"You Only Live Twice ",117,"Lewis Gilbert",43,"Donald Pleasence",742,"Burt Kwouk",462,"Desmond Llewelyn",244,130,267,75280,2127,0,"faked death|japan|japanese|poison|secret headquarters",0,"Color","Action|Adventure|Thriller",1967,"English","UK","Approved",2.35,"http://www.imdb.com/title/tt0062512/?ref_=fn_tt_tt_1",43100000,9500000,6.9
"Alvin and the Chipmunks: The Squeakquel ",88,"Betty Thomas",84,"Amy Poehler",1000,"Bridgit Mendler",1000,"Jesse McCartney",1000,107,98,31649,5227,2000,"adidas|chipmunk|hospital|school|waste container",0,"Color","Animation|Comedy|Family|Fantasy|Music",2009,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1231580/?ref_=fn_tt_tt_1",219613391,7.5e+07,4.5
"The Borrowers ",89,"Peter Hewitt",12,"Jim Broadbent",1000,"Bradley Pierce",409,"Mark Williams",373,42,39,16222,2056,0,"child's point of view|house|lawyer|real estate|washing machine",0,"Color","Adventure|Comedy|Family|Fantasy",1997,"English","UK","PG",1.85,"http://www.imdb.com/title/tt0118755/?ref_=fn_tt_tt_1",22359293,2.9e+07,5.8
"Donnie Darko ",133,"Richard Kelly",219,"Jake Gyllenhaal",15000,"Mary McDonnell",933,"James Duval",701,283,2110,580999,17040,33000,"1980s|death|insanity|parallel universe|time travel",1,"Color","Drama|Sci-Fi|Thriller",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0246578/?ref_=fn_tt_tt_1",727883,4500000,8.1
"Prisoners ",153,"Denis Villeneuve",777,"Hugh Jackman",20000,"Jake Gyllenhaal",15000,"Dylan Minnette",1000,454,620,383591,37321,86000,"child abduction|detective|investigation|police|sex offender",2,"Color","Crime|Drama|Mystery|Thriller",2013,"English","USA","R",1.85,"http://www.imdb.com/title/tt1392214/?ref_=fn_tt_tt_1",60962878,4.6e+07,8.1
"AVP: Alien vs. Predator ",109,"Paul W.S. Anderson",545,"Sanaa Lathan",886,"Colin Salmon",766,"Raoul Bova",727,247,1283,143628,3222,0,"alien|antarctica|predator|pyramid|satellite",0,"Color","Action|Horror|Sci-Fi|Thriller",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1",80281096,6e+07,5.6
"El crimen del padre Amaro ",118,"Carlos Carrera",12,"Damián Alcázar",201,"Ana Claudia Talancón",163,"Pedro Armendáriz Jr.",67,85,110,11088,546,544,"church|love|mexico|politics|priest",0,"Color","Drama|Romance",2002,"Spanish","Mexico","R",1.85,"http://www.imdb.com/title/tt0313196/?ref_=fn_tt_tt_1",5709616,1800000,6.8
"Stealth ",121,"Rob Cohen",357,"Sam Shepard",820,"Joe Morton",780,"Richard Roxburgh",653,145,388,45455,2705,0,"artificial intelligence|box office flop|fighter jet|navy|pilot",0,"Color","Action|Adventure|Sci-Fi|Thriller",2005,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0382992/?ref_=fn_tt_tt_1",31704416,1.35e+08,5
"L.I.E. ",97,"Michael Cuesta",52,"Adam LeFevre",80,"Bruce Altman",67,"Walter Masterson",36,64,109,8509,209,420,"ephebophile|pederasty|pedophilia|playing hooky|shaving",1,"Color","Crime|Drama",2001,"English","USA","NC-17",1.85,"http://www.imdb.com/title/tt0242587/?ref_=fn_tt_tt_1",1141829,7e+05,7.2
