"","movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score","ROE","ROE_B","ROI","scs"
"863","A Thousand Words ",91,"Brian Robbins",48,"John Gatins",61,"Lou Saliba",46,"Greg Collins",39,70,93,30842,222,0,"box office flop|buddhist|liar|literary agent|magical tree",8,"Color","Comedy|Drama",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0763831/?ref_=fn_tt_tt_1",18438149,40000000,5.9,-0.54,0,-0.539046275,0
"864","The Clan of the Cave Bear ",98,"Michael Chapman",70,"Curtis Armstrong",876,"Pamela Reed",324,"Mike Muscat",90,21,62,4996,1351,843,"cave bear|cro magnon|neanderthal|survival|tradition",0,"Color","Adventure|Drama|Fantasy",1986,"English","USA","R",2.35,"http://www.imdb.com/title/tt0090848/?ref_=fn_tt_tt_1",1953732,15000000,5.3,-0.87,0,-0.8697512,0
"865","The Runaways ",106,"Floria Sigismondi",50,"Kristen Stewart",17000,"Scout Taylor-Compton",908,"Johnny Lewis",741,259,129,39260,21711,0,"band|box office flop|critically bashed|historically inaccurate|revisionist history",2,"Color","Biography|Drama|Music",2010,"English","USA","R",2.35,"http://www.imdb.com/title/tt1017451/?ref_=fn_tt_tt_1",3571735,10000000,6.6,-0.64,0,-0.6428265,0
"866","The Funeral ",99,"Abel Ferrara",220,"Isabella Rossellini",812,"Vincent Gallo",787,"Gretchen Mol",599,48,48,6921,3337,344,"1930s|madness|murder|new york city|violence",3,"Color","Crime|Drama",1996,"English","USA","R",1.85,"http://www.imdb.com/title/tt0116378/?ref_=fn_tt_tt_1",1227324,12500000,6.6,-0.9,0,-0.90181408,0
"867","Simply Irresistible ",96,"Mark Tarlov",3,"Sarah Michelle Gellar",4000,"Dylan Baker",812,"Lawrence Gilliard Jr.",353,35,190,11439,5668,901,"chef|female chef|love|magic|restaurant",1,"Color","Comedy|Drama|Fantasy|Romance",1999,"English","Germany","PG-13",2.35,"http://www.imdb.com/title/tt0145893/?ref_=fn_tt_tt_1",4394936,6000000,5.3,-0.27,0,-0.267510666666667,0
"868","The Sentinel ",107,"Clark Johnson",69,"Blair Brown",310,"David Rasche",219,"Martin Donovan",206,161,213,42144,1352,690,"first lady|framed|investigation|president|secret service",0,"Color","Action|Crime|Thriller",2006,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0443632/?ref_=fn_tt_tt_1",36279230,60000000,6.1,-0.4,0,-0.395346166666667,0
"869","Megiddo: The Omega Code 2 ",104,"Brian Trenchard-Smith",53,"Michael Biehn",2000,"Udo Kier",595,"Franco Nero",576,18,111,2253,4221,158,"armageddon|battle|end times|reference to satan|sequel",0,"Color","Action|Adventure|Fantasy|Sci-Fi|Thriller",2001,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0263728/?ref_=fn_tt_tt_1",5974653,22000000,4.1,-0.73,0,-0.728424863636364,0
"870","The Game ",129,"David Fincher",21000,"Deborah Kara Unger",495,"Armin Mueller-Stahl",294,"Charles Martinet",283,157,506,261069,1397,25000,"birthday|falling through a glass roof|game|hitchcockian|suicide",1,"Color","Drama|Mystery|Thriller",1997,"English","USA","R",2.35,"http://www.imdb.com/title/tt0119174/?ref_=fn_tt_tt_1",48265581,50000000,7.8,-0.03,0,-0.03468838,0
"871","Assassins ",132,"Richard Donner",503,"Muse Watson",45000,"Sylvester Stallone",13000,"Kelly Rowan",282,61,84,62981,58528,0,"assassin|floppy disk|modem|rival|russian",0," Black and White","Action|Crime|Thriller",1995,"English","France","R",1.85,"http://www.imdb.com/title/tt0112401/?ref_=fn_tt_tt_1",30306268,50000000,6.3,-0.39,0,-0.39387464,0
"874","Immortals ",110,"Tarsem Singh",763,"Henry Cavill",15000,"Daniel Sharman",1000,"Steve Byers",222,284,405,138190,16691,30000,"burned alive|castration|olympus|torture|torture device",1,"Color","Action|Drama|Fantasy|Romance",2011,"English","USA","R",1.85,"http://www.imdb.com/title/tt1253864/?ref_=fn_tt_tt_1",83503161,75000000,6.1,0.11,0,0.11337548,0
"875","Just Looking ",97,"Jason Alexander",700,"Gretchen Mol",599,"Patti LuPone",325,"Peter Onorati",56,20,25,1238,1030,117,"1955 chevrolet|nurse|peeping tom|reference to brooklyn dodgers|spying",1,"Color","Comedy|Drama",1999,"English","USA","R",1.85,"http://www.imdb.com/title/tt0162236/?ref_=fn_tt_tt_1",39852,3000000,6.7,-0.99,0,-0.986716,0
"877","You Kill Me ",93,"John Dahl",131,"Philip Baker Hall",497,"Aaron Hughes",113,"Jayne Eastwood",90,121,76,16224,776,830,"alcoholic|buffalo new york|claim in title|embalming|mortuary",1,"Color","Comedy|Crime|Romance|Thriller",2007,"English","USA","R",2.55,"http://www.imdb.com/title/tt0796375/?ref_=fn_tt_tt_1",2426851,4000000,6.5,-0.39,0,-0.39328725,0
"879","Fantastic 4: Rise of the Silver Surfer ",92,"Tim Story",167,"Chris Evans",11000,"Ioan Gruffudd",2000,"Andre Braugher",702,262,436,213275,15302,0,"fantastic four|space|strong female character|strong female lead|superheroine",3,"Color","Action|Adventure|Sci-Fi|Thriller",2007,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0486576/?ref_=fn_tt_tt_1",131920333,130000000,5.6,0.01,0,0.0147717923076923,0
"881","Brooklyn Rules ",99,"Michael Corrente",30,"Jerry Ferrara",480,"Tony Devon",257,"Alexa Havins",209,41,48,5049,1234,226,"1980s|friend|friendship|loyalty|mafia",3,"Color","Crime|Drama",2007,"English","USA","R",2.35,"http://www.imdb.com/title/tt0283503/?ref_=fn_tt_tt_1",398420,8000000,6.4,-0.95,0,-0.9501975,0
"882","Final Destination 5 ",92,"Steven Quale",77,"Emma Bell",703,"Jacqueline MacInnes Wood",682,"Courtney B. Vance",495,277,227,83788,3074,20000,"blood splatter|death|eyeball run over by car|latex gloves|suspension bridge",0,"Color","Horror",2011,"English","USA","R",2.35,"http://www.imdb.com/title/tt1622979/?ref_=fn_tt_tt_1",42575718,40000000,5.9,0.06,0,0.06439295,0
"883","Beverly Hills Cop III ",104,"John Landis",644,"Louis Lombardi",437,"Jon Tenney",289,"Gilbert R. Hill",174,36,114,60293,1093,669,"california|counterfeit|counterfeit money|money|theme park",1,"Color","Action|Comedy|Crime|Thriller",1994,"English","USA","R",1.85,"http://www.imdb.com/title/tt0109254/?ref_=fn_tt_tt_1",42610000,55000000,5.5,-0.23,0,-0.225272727272727,0
"885","Elektra ",100,"Rob Bowman",38,"Jennifer Garner",3000,"Cary-Hiroyuki Tagawa",1000,"Goran Visnjic",1000,196,380,71202,7048,0,"assassin|battle|heroine|martial arts|spin off",0,"Color","Action|Crime|Fantasy|Thriller",2005,"English","Canada","PG-13",2.35,"http://www.imdb.com/title/tt0357277/?ref_=fn_tt_tt_1",24407944,43000000,4.8,-0.43,0,-0.432373395348837,0
"888","The Last Godfather ",100,"Hyung-rae Shim",26,"Jason Mewes",898,"Stephanie Danielson",391,"Michael Rispoli",385,4,17,912,2895,502,"mafia|mafia boss|mafiosi|mafioso|three word title",5,"Color","Comedy",2010,"English","South Korea","PG-13",1.78,"http://www.imdb.com/title/tt1584131/?ref_=fn_tt_tt_1",163591,13400000,3.6,-0.99,0,-0.98779171641791,0
"889","Wah-Wah ",97,"Richard E. Grant",554,"Emily Watson",876,"Julie Walters",838,"Miranda Richardson",530,49,50,2670,2544,311,"alcoholic|alcoholic father|stepmother|swaziland|unfaithful wife",3,"Color","Drama",2005,"English","UK","R",2.35,"http://www.imdb.com/title/tt0419256/?ref_=fn_tt_tt_1",233103,7000000,6.9,-0.97,0,-0.966699571428571,0
"890","Eastern Promises ",96,"David Cronenberg",0,"Viggo Mortensen",10000,"Naomi Watts",6000,"Raza Jaffrey",509,356,398,189249,17211,0,"male pubic hair|pubic hair|russian|sex scene|turkish bath",1,"Color","Crime|Mystery|Thriller",2007,"English","USA","R",1.85,"http://www.imdb.com/title/tt0765443/?ref_=fn_tt_tt_1",17114882,25000000,7.7,-0.32,0,-0.31540472,0
"891","Bolt ",96,"Byron Howard",59,"Chloë Grace Moretz",17000,"Diedrich Bader",759,"James Lipton",699,225,178,146766,20007,0,"cat|dog|hamster|new york city|superpower",0,"Color","Adventure|Animation|Comedy|Drama|Family",2008,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1",114053579,150000000,6.9,-0.24,0,-0.239642806666667,0
"894","Lockout ",95,"James Mather",4,"Joseph Gilgun",788,"Vincent Regan",447,"Jacky Ido",80,289,236,82082,1414,10000,"bodyguard|maximum security prison|outer space|president|prison",2,"Color","Action|Adventure|Sci-Fi|Thriller",2012,"English","France","PG-13",2.35,"http://www.imdb.com/title/tt1592525/?ref_=fn_tt_tt_1",14291570,20000000,6.1,-0.29,0,-0.2854215,0
"900","Whip It ",111,"Drew Barrymore",0,"Daniel Stern",796,"Jimmy Fallon",787,"Alia Shawkat",727,230,118,55665,2633,10000,"beauty pageant|friend|pageant|roller derby|texas",1,"Color","Drama|Sport",2009,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1172233/?ref_=fn_tt_tt_1",13034417,15000000,6.9,-0.13,0,-0.131038866666667,0
"902","Kill the Messenger ",112,"Michael Cuesta",52,"Jeremy Renner",10000,"Paz Vega",963,"Robert Pralgo",688,163,99,32382,12897,13000,"based on true story|cia|cocaine|journalist|smear campaign",1,"Color","Biography|Crime|Drama|Mystery|Thriller",2014,"English","USA","R",2.35,"http://www.imdb.com/title/tt1216491/?ref_=fn_tt_tt_1",2445646,5000000,7,-0.51,0,-0.5108708,0
"903","J. Edgar ",137,"Clint Eastwood",16000,"Leonardo DiCaprio",29000,"Naomi Watts",6000,"Kaitlyn Dever",363,392,279,102728,36258,16000,"agent|fbi|federal bureau of investigation|gay relationship|secret",0,"Color","Biography|Crime|Drama",2011,"English","USA","R",2.35,"http://www.imdb.com/title/tt1616195/?ref_=fn_tt_tt_1",37304950,35000000,6.6,0.07,0,0.0658557142857143,0
"905","In Her Line of Fire ",88,"Brian Trenchard-Smith",53,"David Keith",563,"Mariel Hemingway",288,"Jesse Hutch",176,8,12,783,1284,42,"camp|die hard scenario|female protagonist|island|vice president",2,"Color","Action|Drama",2006,"English","Germany","R",1.85,"http://www.imdb.com/title/tt0487156/?ref_=fn_tt_tt_1",721,1000000,4.1,-1,0,-0.999279,0
"906","The Heart of Me ",96,"Thaddeus O'Sullivan",5,"Olivia Williams",766,"Luke Newberry",358,"Eleanor Bron",52,39,25,1966,1251,97,"1930s|car accident|hospital|marital rape|painter",3,"Color","Drama|Romance",2002,"English","UK","R",1.85,"http://www.imdb.com/title/tt0301390/?ref_=fn_tt_tt_1",196067,7000000,6.7,-0.97,0,-0.971990428571429,0
"907","Small Time Crooks ",94,"Woody Allen",11000,"Woody Allen",11000,"Jon Lovitz",11000,"Michael Rapaport",975,128,192,31169,23283,812,"apartment building|crook|new york city|three word title|written and directed by cast member",0,"Color","Comedy|Crime",2000,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0196216/?ref_=fn_tt_tt_1",17071230,18000000,6.7,-0.05,0,-0.0515983333333333,0
"910","The Girl with the Dragon Tattoo ",158,"David Fincher",21000,"Robin Wright",18000,"Goran Visnjic",1000,"Joely Richardson",585,517,632,330152,20388,54000,"computer hacker|hacker|investigation|journalist|punk",1,"Color","Crime|Drama|Mystery|Thriller",2011,"English","USA","R",2.35,"http://www.imdb.com/title/tt1568346/?ref_=fn_tt_tt_1",102515793,90000000,7.8,0.14,0,0.139064366666667,0
"912","Tank Girl ",104,"Rachel Talalay",54,"Naomi Watts",6000,"Lori Petty",923,"Jeff Kober",919,60,173,24790,9662,0,"2030s|21st century|desert|jet|tank",0,"Color","Action|Comedy|Sci-Fi",1995,"English","USA","R",2.35,"http://www.imdb.com/title/tt0114614/?ref_=fn_tt_tt_1",4064333,25000000,5.2,-0.84,0,-0.83742668,0
"913","Burn ",86,"Tom Putnam",15,"Brendan Doogie Milewski",2,"Donald Austin",0,"Craig Dougherty",0,22,6,575,2,801,"abandoned building|detroit michigan|firefighter|michigan|urban setting",0,"Color","Documentary",2012,"English","USA","Not Rated",2.35,"http://www.imdb.com/title/tt1781784/?ref_=fn_tt_tt_1",111300,225000,7.5,-0.51,0,-0.505333333333333,0
"916","Sucker Punch ",128,"Zack Snyder",0,"Jon Hamm",4000,"Abbie Cornish",2000,"Scott Glenn",826,435,918,197584,7067,42000,"alternate reality|escape|girl gang|prostitution|samurai",4,"Color","Action|Fantasy",2011,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1",36381716,82000000,6.1,-0.56,0,-0.556320536585366,0
"918","The Life Aquatic with Steve Zissou ",119,"Wes Anderson",0,"Bill Murray",13000,"Anjelica Huston",1000,"Matthew Gray Gubler",639,259,632,139535,15757,0,"expedition|oceanographer|sea|shark|team",8,"Color","Adventure|Comedy|Drama",2004,"English","USA","R",2.35,"http://www.imdb.com/title/tt0362270/?ref_=fn_tt_tt_1",24006726,50000000,7.3,-0.52,0,-0.51986548,0
"919","Bad Lieutenant: Port of Call New Orleans ",122,"Werner Herzog",0,"Nicolas Cage",12000,"Shea Whigham",463,"Shawn Hatosy",407,280,212,64944,13809,6000,"drugs|flood|hallucination|lieutenant|murder investigation",2,"Color","Crime|Drama",2009,"English","USA","R",1.85,"http://www.imdb.com/title/tt1095217/?ref_=fn_tt_tt_1",1697956,20000000,6.7,-0.92,0,-0.9151022,0
"922","Gigli ",121,"Martin Brest",102,"Todd Giebenhain",117,"Lenny Venito",62,"David Backus",43,131,418,41620,286,2000,"gangster|hospital|lesbian|mob|thug",0,"Color","Comedy|Crime|Romance",2003,"English","USA","R",2.35,"http://www.imdb.com/title/tt0299930/?ref_=fn_tt_tt_1",5660084,54000000,2.4,-0.9,0,-0.89518362962963,0
"923","Anastasia ",94,"Don Bluth",383,"Kirsten Dunst",4000,"Kelsey Grammer",808,"Bernadette Peters",753,78,191,86347,6017,0,"amnesia|reference to anastasia romanov|romanov|russia|russian revolution",1,"Color","Adventure|Animation|Drama|Family|Fantasy|Musical|Mystery|Romance",1997,"English","USA","G",2.35,"http://www.imdb.com/title/tt0118617/?ref_=fn_tt_tt_1",58297830,50000000,7.1,0.17,0,0.1659566,0
"924","A Better Life ",98,"Chris Weitz",129,"Demián Bichir",749,"Eddie 'Piolin' Sotelo",252,"Robert Peters",221,94,81,13174,2214,0,"gang|gardener|money|police|truck",0,"Color","Drama|Romance",2011,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1554091/?ref_=fn_tt_tt_1",1754319,10000000,7.2,-0.82,0,-0.8245681,0
"925","We Are Marshall ",131,"McG",368,"Matthew McConaughey",11000,"Kimberly Williams-Paisley",529,"Brian Geraghty",383,96,175,46951,12088,0,"coach|football|football team|marshall university|university",0,"Color","Drama|Sport",2006,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0758794/?ref_=fn_tt_tt_1",43532294,65000000,7.1,-0.33,0,-0.3302724,0
"927","Henry V ",137,"Kenneth Branagh",0,"Brian Blessed",591,"Derek Jacobi",520,"Danny Webb",130,46,108,23441,1341,0,"battle|battle of agincourt|king|shakespeare play|sword and shield",1,"Color","Action|Biography|Drama|History|Romance|War",1989,"English","UK","PG-13",1.85,"http://www.imdb.com/title/tt0097499/?ref_=fn_tt_tt_1",10161099,9000000,7.7,0.13,0,0.129011,0
"928","Catwoman ",87,"Pitof",26,"Frances Conroy",827,"Christopher Heyerdahl",825,"Alex Borstein",566,212,660,87451,3144,0,"based on cult comic book|bechdel test passed|cat|detective|radical transformation",0,"Color","Action|Crime|Fantasy|Romance|Thriller",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0327554/?ref_=fn_tt_tt_1",40198710,100000000,3.3,-0.6,0,-0.5980129,0
"930","Dirty Work ",82,"Bob Saget",799,"Don Rickles",721,"Jack Warden",359,"Traylor Howard",294,32,117,20033,1805,679,"cult film|gambling debt|job|off screen murder|revenge",0,"Color","Comedy",1998,"English","Canada","PG-13",1.85,"http://www.imdb.com/title/tt0120654/?ref_=fn_tt_tt_1",9975684,13000000,6.4,-0.23,0,-0.232639692307692,0
"934","Bee Movie ",91,"Steve Hickner",58,"Matthew Broderick",2000,"Oprah Winfrey",852,"Rip Torn",826,194,206,105902,6576,0,"bee|dream sequence|egg|scatological humor|squashed bug",0,"Color","Adventure|Animation|Comedy|Family",2007,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1",126597121,150000000,6.2,-0.16,0,-0.156019193333333,0
"935","The Express ",130,"Gary Fleder",39,"Dennis Quaid",2000,"Nicole Beharie",898,"Charles S. Dutton",534,86,45,16673,5162,0,"african american|coach|football movie|nonlinear timeline|syracuse university",0," Black and White","Biography|Drama|Sport",2008,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0469903/?ref_=fn_tt_tt_1",9589875,40000000,7.3,-0.76,0,-0.760253125,0
"936","Simon Birch ",114,"Mark Steven Johnson",160,"Oliver Platt",1000,"Jan Hooks",367,"Dana Ivey",271,60,219,18366,1816,0,"boy|christmas|christmas pageant|friendship|illegitimate son",2,"Color","Comedy|Drama|Family",1998,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0124879/?ref_=fn_tt_tt_1",18252684,30000000,6.9,-0.39,0,-0.3915772,0
"937","The Watch ",102,"Akiva Schaffer",82,"Will Forte",622,"Nicholas Braun",591,"Rosemarie DeWitt",537,265,207,104066,2488,15000,"alien|escape|manager|neighborhood watch|ohio",4,"Color","Action|Comedy|Sci-Fi",2012,"English","USA","R",2.35,"http://www.imdb.com/title/tt1298649/?ref_=fn_tt_tt_1",34350553,68000000,5.7,-0.49,0,-0.494844808823529,0
"940","Summer Storm ",98,"Marco Kreuzpaintner",7,"Alicja Bachleda",289,"Kostja Ullmann",38,"Robert Stadlober",17,40,56,11074,362,442,"friend|friendship|rowing|storm|summer camp",0,"Color","Comedy|Drama|Romance|Sport",2004,"German","Germany","R",1.85,"http://www.imdb.com/title/tt0420206/?ref_=fn_tt_tt_1",95016,2700000,7.4,-0.96,0,-0.964808888888889,0
"942","Mrs. Winterbourne ",105,"Richard Benjamin",121,"Brendan Fraser",3000,"Jane Krakowski",624,"Cathryn de Prume",354,20,50,5668,5023,491,"love|train|train wreck|twin brother|two word title",3,"Color","Comedy|Drama|Romance",1996,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0117104/?ref_=fn_tt_tt_1",10070000,25000000,6.2,-0.6,0,-0.5972,0
"944","Scooby-Doo 2: Monsters Unleashed ",93,"Raja Gosnell",67,"Sarah Michelle Gellar",4000,"Linda Cardellini",2000,"Tim Blake Nelson",596,94,149,33180,7800,567,"ghost|masked villain|monster|museum|tv",0,"Color","Adventure|Comedy|Family|Fantasy|Horror|Mystery",2004,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0331632/?ref_=fn_tt_tt_1",84185387,80000000,4.9,0.05,0,0.0523173375,0
"945","Mumford ",112,"Lawrence Kasdan",759,"Zooey Deschanel",11000,"Alfre Woodard",1000,"Mary McDonnell",933,65,123,8134,17873,209,"college|drugs|patient|psychologist|secret",4," Black and White","Comedy|Drama",1999,"English","USA","R",2.35,"http://www.imdb.com/title/tt0140397/?ref_=fn_tt_tt_1",4554569,28000000,6.9,-0.84,0,-0.837336821428571,0
"946","How to Deal ",101,"Clare Kilner",6,"Dylan Baker",812,"Alexandra Holden",326,"Trent Ford",258,46,95,8215,1882,371,"best friend|high school|mother|sister|wedding",1,"Color","Comedy|Drama|Romance",2003,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0319524/?ref_=fn_tt_tt_1",14108518,16000000,5.7,-0.12,0,-0.118217625,0
"947","Spectre ",148,"Sam Mendes",0,"Christoph Waltz",11000,"Rory Kinnear",393,"Stephanie Sigman",161,602,994,275868,11700,85000,"bomb|espionage|sequel|spy|terrorist",1,"Color","Action|Adventure|Thriller",2015,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt2379713/?ref_=fn_tt_tt_1",200074175,245000000,6.8,-0.18,0,-0.183370714285714,0
"949","Letters to God ",110,"David Nixon",13,"Robyn Lively",439,"Michael Bolten",399,"Christopher Schmidt",221,19,65,3942,1567,0,"cancer|faith|hope|letter|prayer",0,"Color","Drama|Family",2010,"English","USA","PG",1.78,"http://www.imdb.com/title/tt1462054/?ref_=fn_tt_tt_1",2848578,3500000,6.3,-0.19,0,-0.186120571428571,0
"950","The World's Fastest Indian ",127,"Roger Donaldson",79,"Anthony Hopkins",12000,"Antony Starr",506,"Craig Hall",50,126,251,44198,12574,11000,"mortgage|motorcycle|speed|trailer|utah",1,"Color","Biography|Drama|Sport",2005,"English","New Zealand","PG-13",2.35,"http://www.imdb.com/title/tt0412080/?ref_=fn_tt_tt_1",5128124,25000000,7.9,-0.79,0,-0.79487504,0
"955","The Collection ",82,"Marcus Dunstan",87,"Daniel Sharman",1000,"Johanna Braddy",581,"Lee Tergesen",444,147,99,36029,3818,14000,"booby trap|brainwashing|mercenary|serial killer|trap",0,"Color","Action|Horror|Thriller",2012,"English","USA","R",2.35,"http://www.imdb.com/title/tt1748227/?ref_=fn_tt_tt_1",6842058,10000000,6.1,-0.32,0,-0.3157942,0
"956","Hollow Man ",119,"Paul Verhoeven",719,"Greg Grunberg",833,"Kim Dickens",624,"Joey Slotnick",423,180,628,101834,2356,0,"experiment|research|scientist|suburb|surrealism",0,"Color","Action|Horror|Sci-Fi|Thriller",2000,"English","USA","R",1.85,"http://www.imdb.com/title/tt0164052/?ref_=fn_tt_tt_1",73209340,95000000,5.7,-0.23,0,-0.229375368421053,0
"960","Wild Target ",98,"Jonathan Lynn",36,"Rupert Grint",10000,"Rupert Everett",692,"Geoff Bell",405,68,86,29994,11770,0,"apprentice|assassin|hitman|kleptomaniac|thief",4,"Color","Action|Comedy|Crime",2010,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt1235189/?ref_=fn_tt_tt_1",117190,8000000,6.9,-0.99,0,-0.98535125,0
"961","One Night with the King ",123,"Michael O. Sajbel",6,"James Callis",541,"Tiffany Dupont",249,"Nimrat Kaur",85,36,177,5796,908,0,"biblical|book of esther|esther|persia|treachery",0,"Color","Biography|Drama|History",2006,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0430431/?ref_=fn_tt_tt_1",13391174,20000000,6.3,-0.33,0,-0.3304413,0
"962","Getaway ",90,"Courtney Solomon",31,"Rebecca Budig",210,"Paul Freeman",193,"Bruce Payne",179,146,109,19586,676,4000,"die hard scenario|earth viewed from space|race against time|race car driver|title at the end",1,"Color","Action|Crime|Thriller",2013,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1",10494494,18000000,4.4,-0.42,0,-0.416972555555556,0
"966","The Life Before Her Eyes ",90,"Vadim Perelman",26,"Eva Amurri Martino",797,"Lynn Cohen",474,"Brett Cullen",350,78,78,12125,2073,1000,"best friend|nonlinear timeline|school shooting|self sacrifice|shooting",2,"Color","Drama|Mystery|Thriller",2007,"English","USA","R",2.35,"http://www.imdb.com/title/tt0815178/?ref_=fn_tt_tt_1",303439,8000000,6.4,-0.96,0,-0.962070125,0
"968","Home Fries ",91,"Dean Parisot",23,"Catherine O'Hara",925,"Jake Busey",660,"Shelley Duvall",629,42,88,7159,2913,247,"baby|infidelity|pilot|pregnant|waitress",2,"Color","Comedy|Drama|Romance",1998,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0119304/?ref_=fn_tt_tt_1",10443316,15000000,5,-0.3,0,-0.303778933333333,0
"969","Fun Size ",86,"Josh Schwartz",90,"Thomas McDonell",962,"Jackson Nicoll",925,"Osric Chau",635,77,32,11233,3715,0,"adult humor|best friend|friend|halloween|teenage girl",1,"Color","Adventure|Comedy",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1",9402410,14000000,5.4,-0.33,0,-0.328399285714286,0
"970","127 Hours ",94,"Danny Boyle",0,"James Franco",11000,"Treat Williams",642,"Kate Burton",223,450,440,279179,11984,63000,"alone|aron ralston|based on autobiography|canyon|survival",0,"Color","Adventure|Biography|Drama|Thriller",2010,"English","USA","R",1.85,"http://www.imdb.com/title/tt1542344/?ref_=fn_tt_tt_1",18329466,18000000,7.6,0.02,0,0.0183036666666667,0
"972","Alien 3 ",145,"David Fincher",21000,"Charles S. Dutton",534,"Holt McCallany",273,"Paul McGann",243,210,776,207686,1543,0,"alien|crash|planet|prison|survivor",0,"Color","Action|Horror|Sci-Fi",1992,"English","USA","R",2.35,"http://www.imdb.com/title/tt0103644/?ref_=fn_tt_tt_1",55473600,50000000,6.4,0.11,0,0.109472,0
"974","Joe ",117,"David Gordon Green",234,"Nicolas Cage",12000,"Tye Sheridan",1000,"Ronnie Gene Blevins",221,232,118,36494,13607,11000,"alcoholic|cigarette smoking|father son relationship|teenage boy|woods",2,"Color","Drama",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt2382396/?ref_=fn_tt_tt_1",371897,4000000,6.9,-0.91,0,-0.90702575,0
"975","Stealing Harvard ",85,"Bruce McCulloch",54,"Martin Starr",985,"Megan Mullally",637,"Chris Penn",455,52,92,11211,3065,215,"black humor|crying during sex|harvard|humor|man with glasses",1,"Color","Comedy|Crime",2002,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1",13973532,25000000,5.1,-0.44,0,-0.44105872,0
"976","The Beach ",119,"Danny Boyle",0,"Leonardo DiCaprio",29000,"Virginie Ledoyen",414,"Peter Youngblood Hills",39,118,548,176169,29461,0,"love|map|paradise|thailand|travel",0,"Color","Adventure|Drama|Thriller",2000,"English","USA","R",2.35,"http://www.imdb.com/title/tt0163978/?ref_=fn_tt_tt_1",39778599,50000000,6.6,-0.2,0,-0.20442802,0
"977","Becoming Jane ",120,"Julian Jarrold",11,"Anne Hathaway",11000,"Julie Walters",838,"Laurence Fox",281,150,151,46204,12554,0,"country estate|jane austen|lady|love|writing",1,"Color","Biography|Drama|Romance",2007,"English","UK","PG",2.35,"http://www.imdb.com/title/tt0416508/?ref_=fn_tt_tt_1",18663911,16500000,7.1,0.13,0,0.131146121212121,0
"979","Sherrybaby ",96,"Laurie Collyer",38,"Brad William Henke",363,"Kate Burton",223,"Michelle Hurst",85,78,78,10282,774,474,"ex convict|halfway house|nipples visible through clothing|orgasm|parole officer",1,"Color","Drama",2006,"English","USA","R",1.85,"http://www.imdb.com/title/tt0423169/?ref_=fn_tt_tt_1",198407,2000000,6.6,-0.9,0,-0.9007965,0
"982","Man on the Moon ",118,"Milos Forman",869,"Matt Price",134,"Gerry Becker",27,"Tom Dreesen",21,140,549,100743,209,0,"andy kaufman|comedian|eccentric|wrestler|wrestling",1,"Color","Biography|Comedy|Drama",1999,"English","UK","R",2.35,"http://www.imdb.com/title/tt0125664/?ref_=fn_tt_tt_1",34580635,52000000,7.4,-0.33,0,-0.334987788461538,0
"984","Extremely Loud & Incredibly Close ",129,"Stephen Daldry",335,"Tom Hanks",15000,"Thomas Horn",467,"Stephen Henderson",64,283,341,81298,15595,39000,"fear|mourning|mute|quest|revelation",1,"Color","Adventure|Drama|Mystery",2011,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0477302/?ref_=fn_tt_tt_1",31836745,40000000,6.9,-0.2,0,-0.204081375,0
